NAME SLOT 4f
MAKE gecesars@gmail.com
FREQUENCY 180.00 MHz
H_WIDTH 245.13
V_WIDTH 12.70
FRONT_TO_BACK 7.30
GAIN 11.22 dBi
TILT MECHANICAL
HORIZONTAL 360
0	0.3492
1	0.3491
2	0.3490
3	0.3486
4	0.3481
5	0.3475
6	0.3467
7	0.3457
8	0.3444
9	0.3430
10	0.3414
11	0.3395
12	0.3374
13	0.3349
14	0.3322
15	0.3292
16	0.3259
17	0.3222
18	0.3181
19	0.3137
20	0.3089
21	0.3037
22	0.2981
23	0.2920
24	0.2856
25	0.2788
26	0.2716
27	0.2639
28	0.2559
29	0.2475
30	0.2388
31	0.2297
32	0.2203
33	0.2107
34	0.2007
35	0.1906
36	0.1802
37	0.1698
38	0.1592
39	0.1485
40	0.1379
41	0.1272
42	0.1167
43	0.1063
44	0.0960
45	0.0860
46	0.0763
47	0.0670
48	0.0580
49	0.0495
50	0.0414
51	0.0340
52	0.0271
53	0.0209
54	0.0154
55	0.0107
56	0.0067
57	0.0037
58	0.0015
59	0.0003
60	0.0000
61	0.0008
62	0.0026
63	0.0055
64	0.0096
65	0.0149
66	0.0213
67	0.0290
68	0.0380
69	0.0482
70	0.0598
71	0.0727
72	0.0870
73	0.1026
74	0.1197
75	0.1383
76	0.1582
77	0.1797
78	0.2026
79	0.2271
80	0.2531
81	0.2806
82	0.3097
83	0.3403
84	0.3726
85	0.4064
86	0.4419
87	0.4790
88	0.5177
89	0.5582
90	0.6003
91	0.6441
92	0.6896
93	0.7368
94	0.7858
95	0.8366
96	0.8892
97	0.9436
98	0.9998
99	1.0580
100	1.1180
101	1.1799
102	1.2438
103	1.3096
104	1.3775
105	1.4475
106	1.5195
107	1.5936
108	1.6699
109	1.7484
110	1.8292
111	1.9122
112	1.9976
113	2.0854
114	2.1756
115	2.2682
116	2.3635
117	2.4612
118	2.5617
119	2.6648
120	2.7706
121	2.8792
122	2.9907
123	3.1051
124	3.2224
125	3.3426
126	3.4659
127	3.5923
128	3.7218
129	3.8543
130	3.9901
131	4.1289
132	4.2710
133	4.4162
134	4.5646
135	4.7161
136	4.8707
137	5.0284
138	5.1891
139	5.3526
140	5.5190
141	5.6881
142	5.8597
143	6.0337
144	6.2098
145	6.3880
146	6.5679
147	6.7493
148	6.9319
149	7.1154
150	7.2993
151	7.4834
152	7.6672
153	7.8502
154	8.0321
155	8.2122
156	8.3902
157	8.5655
158	8.7376
159	8.9059
160	9.0699
161	9.2290
162	9.3828
163	9.5308
164	9.6725
165	9.8074
166	9.9352
167	10.0554
168	10.1678
169	10.2721
170	10.3681
171	10.4555
172	10.5342
173	10.6041
174	10.6651
175	10.7171
176	10.7601
177	10.7941
178	10.8189
179	10.8347
180	10.8414
181	10.8390
182	10.8274
183	10.8066
184	10.7767
185	10.7376
186	10.6893
187	10.6319
188	10.5654
189	10.4898
190	10.4052
191	10.3119
192	10.2099
193	10.0995
194	9.9810
195	9.8547
196	9.7210
197	9.5803
198	9.4329
199	9.2795
200	9.1205
201	8.9564
202	8.7878
203	8.6153
204	8.4393
205	8.2605
206	8.0794
207	7.8964
208	7.7122
209	7.5271
210	7.3417
211	7.1563
212	6.9714
213	6.7872
214	6.6043
215	6.4228
216	6.2430
217	6.0652
218	5.8896
219	5.7163
220	5.5457
221	5.3777
222	5.2126
223	5.0504
224	4.8912
225	4.7351
226	4.5821
227	4.4323
228	4.2858
229	4.1424
230	4.0023
231	3.8653
232	3.7316
233	3.6011
234	3.4737
235	3.3494
236	3.2283
237	3.1102
238	2.9951
239	2.8829
240	2.7737
241	2.6673
242	2.5638
243	2.4630
244	2.3649
245	2.2694
246	2.1766
247	2.0863
248	1.9985
249	1.9132
250	1.8303
251	1.7497
252	1.6714
253	1.5954
254	1.5216
255	1.4500
256	1.3805
257	1.3131
258	1.2478
259	1.1845
260	1.1231
261	1.0637
262	1.0063
263	0.9507
264	0.8970
265	0.8451
266	0.7950
267	0.7467
268	0.7001
269	0.6553
270	0.6122
271	0.5708
272	0.5311
273	0.4930
274	0.4566
275	0.4217
276	0.3885
277	0.3569
278	0.3268
279	0.2983
280	0.2713
281	0.2458
282	0.2219
283	0.1994
284	0.1783
285	0.1588
286	0.1406
287	0.1238
288	0.1085
289	0.0945
290	0.0818
291	0.0704
292	0.0603
293	0.0515
294	0.0439
295	0.0375
296	0.0323
297	0.0282
298	0.0252
299	0.0232
300	0.0223
301	0.0224
302	0.0234
303	0.0253
304	0.0280
305	0.0316
306	0.0360
307	0.0410
308	0.0468
309	0.0531
310	0.0601
311	0.0675
312	0.0754
313	0.0838
314	0.0925
315	0.1015
316	0.1108
317	0.1203
318	0.1300
319	0.1399
320	0.1497
321	0.1597
322	0.1696
323	0.1794
324	0.1892
325	0.1988
326	0.2082
327	0.2175
328	0.2265
329	0.2353
330	0.2437
331	0.2519
332	0.2597
333	0.2672
334	0.2744
335	0.2812
336	0.2876
337	0.2936
338	0.2993
339	0.3046
340	0.3096
341	0.3141
342	0.3184
343	0.3222
344	0.3258
345	0.3290
346	0.3320
347	0.3346
348	0.3370
349	0.3391
350	0.3409
351	0.3426
352	0.3440
353	0.3453
354	0.3463
355	0.3472
356	0.3479
357	0.3484
358	0.3488
359	0.3491
VERTICAL 360
0	50.6236
1	46.0627
2	42.3364
3	39.5798
4	37.4261
5	35.6611
6	34.1626
7	32.8569
8	31.6968
9	30.6504
10	29.6958
11	28.8171
12	28.0028
13	27.2448
14	26.5368
15	25.8743
16	25.2545
17	24.6752
18	24.1352
19	23.6343
20	23.1727
21	22.7513
22	22.3716
23	22.0356
24	21.7460
25	21.5062
26	21.3202
27	21.1931
28	21.1309
29	21.1409
30	21.2325
31	21.4170
32	21.7092
33	22.1284
34	22.7010
35	23.4641
36	24.4730
37	25.8156
38	27.6469
39	30.2808
40	34.5390
41	44.4303
42	42.5604
43	33.4001
44	28.9896
45	26.0957
46	23.9906
47	22.3927
48	21.1671
49	20.2422
50	19.5800
51	19.1630
52	18.9898
53	19.0735
54	19.4453
55	20.1622
56	21.3277
57	23.1412
58	26.0540
59	31.4957
60	64.6132
61	31.1749
62	24.8559
63	21.2018
64	18.6959
65	16.8755
66	15.5438
67	14.6068
68	14.0220
69	13.7809
70	13.9060
71	14.4593
72	15.5707
73	17.5212
74	21.0493
75	29.4974
76	29.9711
77	19.4849
78	14.5037
79	11.1645
80	8.6619
